S level segment,S level closest match,exact_match,mapped_segments
S6,S4-S6,True,S5-S7;S6
S5,S4-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S1-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S11,False,S7-S8;S7-S11
S7,S7-S11,False,S5-S7;S7-S8
S9-S11,S1-S3,True,S7-S11;S9-S11
S1-S3,,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,,True,S3-S4;S4;S4-S6
S6,,True,S5-S7;S6
S5,,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S6,True,S5-S7;S6
S5,S5,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S6,True,S5-S7;S6
S5,S5,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S6,True,S5-S7;S6
S5,S5,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,,True,S3-S4;S4;S4-S6
S6,,True,S5-S7;S6
S5,,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S6,True,S5-S7;S6
S5,S5,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S6,True,S5-S7;S6
S5,S5,True,S4-S6;S5;S5-S6;S5-S7
S8,S4,False,S7-S8;S7-S11
S7,S4,False,S5-S7;S7-S8
S9-S11,S2-S3,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S6,True,S5-S7;S6
S5,S5,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,S2-S3,True,S7-S11;S9-S11
S1-S3,,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,,True,S3-S4;S4;S4-S6
S6,,True,S5-S7;S6
S5,,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S6,True,S5-S7;S6
S5,S5,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,S2-S3,True,S7-S11;S9-S11
S1-S3,,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,,True,S3-S4;S4;S4-S6
S6,,True,S5-S7;S6
S5,,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S6,True,S5-S7;S6
S5,S5,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S6,True,S5-S7;S6
S5,S5,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,,True,S3-S4;S4;S4-S6
S6,,True,S5-S7;S6
S5,,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,,True,S3-S4;S4;S4-S6
S6,,True,S5-S7;S6
S5,,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,,True,S3-S4;S4;S4-S6
S6,,True,S5-S7;S6
S5,,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,,True,S3-S4;S4;S4-S6
S6,,True,S5-S7;S6
S5,,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S6,True,S5-S7;S6
S5,S5,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S6,True,S5-S7;S6
S5,S5,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,,True,S3-S4;S4;S4-S6
S6,,True,S5-S7;S6
S5,,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,,True,S3-S4;S4;S4-S6
S6,,True,S5-S7;S6
S5,,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,,True,S3-S4;S4;S4-S6
S6,,True,S5-S7;S6
S5,,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,,True,S3-S4;S4;S4-S6
S6,,True,S5-S7;S6
S5,,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,,True,S3-S4;S4;S4-S6
S6,,True,S5-S7;S6
S5,,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,,True,S3-S4;S4;S4-S6
S6,,True,S5-S7;S6
S5,,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S6,True,S5-S7;S6
S5,S5,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S6,True,S5-S7;S6
S5,S5,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,,True,S3-S4;S4;S4-S6
S6,,True,S5-S7;S6
S5,,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,,True,S3-S4;S4;S4-S6
S6,,True,S5-S7;S6
S5,,True,S4-S6;S5;S5-S6;S5-S7
S8,,False,S7-S8;S7-S11
S7,,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S1-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4-S6,True,S3-S4;S4;S4-S6
S6,S4-S6,True,S5-S7;S6
S5,S4-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S11,False,S7-S8;S7-S11
S7,S7-S11,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,S1-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4-S6,True,S3-S4;S4;S4-S6
S6,S4-S6,True,S5-S7;S6
S5,S4-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S1-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4-S6,True,S3-S4;S4;S4-S6
S6,S4-S6,True,S5-S7;S6
S5,S4-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S1-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4-S6,True,S3-S4;S4;S4-S6
S6,S4-S6,True,S5-S7;S6
S5,S4-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S1-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4-S6,True,S3-S4;S4;S4-S6
S6,S4-S6,True,S5-S7;S6
S5,S4-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S1-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4-S6,True,S3-S4;S4;S4-S6
S6,S4-S6,True,S5-S7;S6
S5,S4-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S1-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S11,False,S7-S8;S7-S11
S7,S7-S11,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,S1-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S11,False,S7-S8;S7-S11
S7,S7-S11,False,S5-S7;S7-S8
S9-S11,,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S11,False,S7-S8;S7-S11
S7,S7-S11,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S11,False,S7-S8;S7-S11
S7,S7-S11,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S11,False,S7-S8;S7-S11
S7,S7-S11,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S11,False,S7-S8;S7-S11
S7,S7-S11,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S11,False,S7-S8;S7-S11
S7,S7-S11,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S11,False,S7-S8;S7-S11
S7,S7-S11,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
S9-S11,S9-S11,True,S7-S11;S9-S11
S1-S3,S2-S3,True,S1;S1-S3;S2;S2-S3;S3;S3-S4
S4,S4,True,S3-S4;S4;S4-S6
S6,S5-S6,True,S5-S7;S6
S5,S5-S6,True,S4-S6;S5;S5-S6;S5-S7
S8,S7-S8,False,S7-S8;S7-S11
S7,S7-S8,False,S5-S7;S7-S8
